ID_respuesta,Encuesta,ID_respondente,Fecha_inicio,Fecha_fin,Estado,QC_veredicto,Duracion_min,Codigo_postal,Edad,Renta_anual_hogar,Situacion_familiar,LS_cuesta_cambiar_marca,LS_mismo_supermercado,LS_planes_tranquilos,LS_marcas_por_percepcion,LS_restaurante_reputacion,LS_cultura_viajes,LS_sin_estilo,LS_restaurantes_nuevos,LS_se_adapta,LS_origen_impacto,LS_actividades_aporte,LS_experiencia_vs_anillo,Ultima_compra_lenceria,Ultima_compra_bano,Frecuencia_compra_ropa,Ultima_compra_moda,Gasto_lenceria_por_compra,Gasto_bano_por_compra,Marca_mas_cara_ultimo_ano,Gasto_mensual_ropa,Dic_Playa_vs_Montana,Dic_Colores_neutros_vs_vividos,Dic_Con_vs_Sin_estampado,Dic_Con_diseno_vs_Basico,Dic_Duradero_vs_Moda,Banadores_en_armario,Banadores_usados_temporada,Compra_banadores_nuevos_verano,Aprovecha_rebajas_post_verano,Motivos_compra_ropa,Momentos_compra_ropa,Talla_pantalon,Talla_camiseta,Talla_sujetador,Dificultad_encontrar_talla,Motivo_dificultad_talla,Talla_otro_especificar,Factores_valorados_compra,Factores_frenan_compra,Barrera_compra_otra_especificar,Canal_fisico_lenceria,Canal_fisico_bano,Compra_lenceria_bano_online,Canal_online_lenceria,Canal_online_bano,Que_valora_al_comprar,Experiencia_compra_lenceria,Experiencia_compra_bano,Experiencia_digital_lenceria_bano,Top_of_mind_lenceria,Otras_marcas_lenceria,Marcas_donde_compra_lenceria,Marcas_lenceria_otras_especificar,Marca_favorita_lenceria_motivo,Func_lenc_Ajuste_sujecion,Func_lenc_Duracion,Func_lenc_Variedad_tallas,Func_lenc_Comodidad,Func_lenc_Calidad_precio,Func_lenc_Suavidad_tejido,Emoc_lenc_Estetica,Emoc_lenc_Moderna,Emoc_lenc_Refleja_personalidad,Emoc_lenc_Destaca,Emoc_lenc_Identificacion_marca,Emoc_lenc_Diseno,Emoc_lenc_Marca_especialista,Visibilidad_lenceria_canales,Influencer_lenceria_sino,Influencer_lenceria_nombre,Opinion_Pilar_Rubio,Top_of_mind_bano,Otras_marcas_bano,Marcas_donde_compra_bano,Marcas_bano_otras_especificar,Marca_favorita_bano_motivo,Atributos_valorados_bano,Visibilidad_bano_canales,Influencer_bano_sino,Influencer_bano_nombre,Colores_favoritos_lenceria,Combinaciones_colores_lenceria,Producto_lenceria_elegido,Por_que_gusta_mas_lenc,Por_que_otros_gustan_menos_lenc,Colores_favoritos_bano,Combinaciones_colores_bano,Producto_bano_elegido,Por_que_gusta_mas_bano,Por_que_otros_gustan_menos_bano,Triada_producto_mostrada,q26
ea643d4a-bdae-47ce-b8c6-4d2f7d44ed71,lingerie-swim,6a2c0934-56f5-91e2-21ac-cb52438d06d1,2026-06-12T13:27:24.120235+00:00,2026-06-12T13:54:09.365+00:00,complete,OK,26.8,08921,57,35.000 – 55.000 € (medio),"Vivo con pareja, con hijos en el hogar",4,4,3,2,1,3,4,1,2,1,5,5,El mes pasado,El verano pasado,Cada 2 – 3 meses,Hace 2 semanas,35,60,Desigual,Menos de 200 €,Playa,Colores vividos,Sin estampado,Con diseno,Producto duradero,2,2 o 3,Sí,No,Me apetece darme un capricho | Mi cuerpo o mi vida ha cambiado y necesito ropa acorde,"Una etapa vital nueva: maternidad, postparto, postcirugía, cambio de peso | En las rebajas o una promoción concreta",42 - 44,L o XL,105 E,A menudo,Contorno entre dos tallas | Copa pequeña para mi contorno,,Tallaje amplio | Comodidad y fit perfecto | Calidad del tejido y acabados | Asesoramiento personalizado | Durabilidad tras lavados,Precio percibido elevado | Tirantes o aros que clavan o molestan | Miedo a comprar online sin probar | Dificultad para encontrar talla,,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería | Corsetería o mercería tradicional,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,"No, nunca compro lencería/baño online",,,Variedad de tallas incluyendo las mías | Poder medirme y que me asesoren | Precio competitivo,"Hay veces que las tallas varían de una marca a otra, y cuando encuentras alguna que te es cómoda ya no quieres cambiar",Poder probarme sin problemas y en contra exactamente lo que quiero,,Women secrets,"Calzedonia, Selene, selmark,",Janira | Selmark | Women Secret | Selene,,"Selene, encontré un sujetador que me parece súper cómodo para el día a die",5,4,5,5,5,5,4,4,4,2,3,4,3,1.Instagram | 2.Escaparate de tienda | 3.Revistas de moda | 4.Email marketing o newsletter | 5.Ecommerce propio de la marca | 6.Publicidad exterior | 7.Televisión | 8.YouTube | 9.TikTok | 10.Cartelera,si,Giorgina,Me parece una mujer maravillosa,Dolores cortes,"Selmark, best form, énfasis, women secrets, calzedonia",Dolores Cortés | Calzedonia | otras_marcas,Best form,"Dolores cortes, es una marca cara pero con un resultado muy duradero",Ajuste y fit del bañador | Comodidad | Variedad de tallas | Secado rápido | Sujeción | Elegante | Para mi cuerpo o mi edad,1.Televisión | 2.Escaparate de tienda | 3.Instagram | 4.Revistas de moda | 5.YouTube | 6.TikTok | 7.Email marketing o newsletter | 8.Ecommerce propio de la marca | 9.Publicidad exterior | 10.Valla publicitaria | 11.Cartelera,si,Giorgina,#a360ff | #3673ff | #26fff8,Combo1:#4A148C+#000000+#004D40 | Combo2:#006994+#1B5E20+#5D1049 | Combo3:#5C3A1E+#880E4F+#40B0A0,lingerie:lt2_a,Creo que se ajusta más a lo que suelo llevar,No son mi estilo,#5546ff | #9609ff | #01ffe3,Combo1:#5C3A1E+#880E4F+#7D1C4A | Combo2:#6A1B9A+#1B3A5C+#006994 | Combo3:#880E4F+#9CAF88+#2B7BB9,swim:st2_a,Es un estampado que me pondría,El amarillo es demasiado para mí y el otro no me gusta,swim:triada2 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
4ce365da-cf9f-4e87-9611-86d7e6924ddd,lingerie-swim,6a2be7b3-85f5-c40a-f9d1-e886383258ba,2026-06-12T11:04:28.166656+00:00,2026-06-12T11:33:15.356+00:00,complete,REVIEW,28.8,35220,61,Menos de 20.000 €,"Vivo sin pareja, con hijos fuera del hogar",2,4,4,4,5,5,4,5,5,4,5,5,Hace un mes,El verano pasado,Cada semana,Hace 2 días,Entre 30 y 40,50e o 80 euros,Zara,200 – 500 €,Playa,Colores vividos,Sin estampado,Con diseno,Estar a la moda,10,7,Sí,No,Me apetece darme un capricho | La vi y me encantó,"En el día a día, compro sin necesitar una razón concreta | Un viaje o escapada planificada",40,M,"90, 95","A veces, depende de la marca",Asimetría de pecho,,Calidad del tejido y acabados | Exclusivo y diferente | Que sea una marca reconocida,"No encontrar mi línea (lactancia, postcirugía…) | Dificultad para encontrar talla | Tirantes o aros que clavan o molestan",,Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés),"Sí, habitualmente","Outlet o venta flash online (Privalia, Veepee…)","Outlet o venta flash online (Privalia, Veepee…)",Guía de tallas fiable online,Su calidad,Puntualidad,Fotos de alta calidad con diferentes cuerpos | Privacidad en el packaging del envío,Zara,Vogue,Intimissimi | Calvin Klein,,"Zara, porque siempre tienen mi talla",4,5,5,5,3,5,4,5,5,5,5,5,5,1.Revistas de moda | 2.Televisión | 3.Ecommerce propio de la marca,no,,Es genial,Kalvin Klein,Nike,Calzedonia | H&M | Zara,,Zara porque no hay problema con tallas,Calidad del tejido | Durabilidad | Comodidad | Variedad de tallas | De moda | Moderna,1.Revistas de moda | 2.Televisión,no,,#ff272a | #b246ff | #ff542e,Combo1:#4A148C+#4A0E2C+#FFDB58 | Combo2:#1A0030+#E8D5F0+#8E24AA | Combo3:#E65100+#87CEEB+#AB47BC,lingerie:lt3_s,Su calidad,Por el estampado,#ff4691 | #ffc549 | #ff0379,Combo1:#E8C4A0+#FA8072+#FF8C42 | Combo2:#C8A2C8+#8E24AA+#6A1B9A | Combo3:#EF9A9A+#FFCC80+#64B5F6,swim:st3_b,Me encanta,No es deportiva,swim:triada3 | lingerie:triada3,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""b""}"
14717a97-1842-499d-849a-3412c1fc0c3b,lingerie-swim,6a2be872-1d56-cca4-a7d5-14390281c96a,2026-06-12T11:07:37.30479+00:00,2026-06-12T11:35:37.37+00:00,complete,OK,28.0,28350,49,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",1,1,1,1,2,2,1,5,5,3,5,5,La semana pasada.,El verano pasado,Una vez al mes,Hace tres semanas.,40 euros.,20 euros,Intimissimi.,Menos de 200 €,Playa,Colores vividos,Sin estampado,Con diseno,Producto duradero,Tres.,Tres.,Sí,No,La vi y me encantó | Mi cuerpo o mi vida ha cambiado y necesito ropa acorde,Ver algo en redes o en tienda que me llama la atención | En las rebajas o una promoción concreta,40,L,Mi mujer tiene 95C,"Nunca, siempre encuentro",,,Calidad del tejido y acabados | Comodidad y fit perfecto | Relación calidad-precio | Diseño y estética,Precio percibido elevado | Miedo a comprar online sin probar | Poca confianza en la durabilidad,,Grandes almacenes (El Corte Inglés) | Tienda monomarca de lencería o baño,Grandes almacenes (El Corte Inglés) | Outlet físico | Tienda monomarca de lencería o baño,"Lo he intentado, pero prefiero tienda física",,,Poder medirme y que me asesoren | Probadores cómodos y privados | Devolución fácil y gratuita | Variedad de tallas incluyendo las mías | Precio competitivo,El diseño.,Que me quede bien.,,Intimissimi.,Victoria Secret.,Intimissimi,,Intimissimi.,5,5,5,5,5,5,5,4,3,5,4,5,5,1.Escaparate de tienda | 2.Valla publicitaria | 3.Cartelera | 4.Publicidad exterior,si,Georgina,Muy buena.,PrimarkCares,El Corte Inglés y Calcedonia.,Calzedonia | otras_marcas,Primark,Primark.,Calidad del tejido | Ajuste y fit del bañador | Durabilidad | Comodidad | No transparenta al mojarse | Buena relación calidad-precio | Clásica | Cómoda | Para mi cuerpo o mi edad,1.Escaparate de tienda | 2.Televisión | 3.Publicidad exterior,si,Georgina,#ff2846 | #ff31c7 | #ffd84c,Combo1:#F44336+#E91E8C+#CC2244 | Combo2:#1A0030+#FFFFFF+#E0E0E0 | Combo3:#FFD700+#FFDB58+#FFE0B2,lingerie:lt1_s,La combinación del artículo con la modelo.,Eran poco sexys.,#ff5c3a | #ff34e0 | #f4ff36,Combo1:#C2185B+#E91E8C+#FF1493 | Combo2:#000000+#E0E0E0+#FFFFFF | Combo3:#FFD700+#FFDB58+#FFE0B2,swim:st1_b,"El estilo, color y la modelo.",Por el estilo y los colores.,swim:triada1 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
16e74e07-507b-4243-9156-1c52673059b9,lingerie-swim,6a2c0053-4de0-eddb-0721-44b985e5223f,2026-06-12T12:49:30.28119+00:00,2026-06-12T13:00:50.979+00:00,complete,REVIEW,11.3,08906,57,35.000 – 55.000 € (medio),"Vivo con pareja, con hijos en el hogar",4,5,4,3,4,4,4,4,4,4,5,4,slip rojos,bñador,Cada semana,camisa,25,30,nike,500 – 1.000 €,Playa,Colores vividos,Con estampado,Con diseno,Estar a la moda,4,3,Sí,Sí,Me apetece darme un capricho,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",56,xl,nada,A menudo,Contorno entre dos tallas | Copa grande para mi contorno,,Tallaje amplio | Diseño y estética,Tirantes o aros que clavan o molestan | Dificultad para encontrar talla,,Corsetería o mercería tradicional,Tienda monomarca de lencería o baño,"Sí, ocasionalmente","Marketplace (Amazon, Zalando, Asos…) | Social commerce (Instagram Shop, TikTok Shop)","Marketplace (Amazon, Zalando, Asos…) | Social commerce (Instagram Shop, TikTok Shop)",Probadores cómodos y privados,comodo,calidad,Fotos de alta calidad con diferentes cuerpos | Chat o asesoramiento online en tiempo real,shell,adidas,Selmark | Intimissimi,,nike,4,4,5,4,3,4,3,4,5,4,3,4,4,1.Instagram | 2.YouTube | 3.Ecommerce propio de la marca,no,,buena,nike,adidas,Énfasis | Selmark | Chantelle,,nike,Calidad del tejido | Comodidad,1.Instagram | 2.Revistas de moda | 3.Televisión,no,georgi,#ff619a | #b6c4ff | #99ff8f,Combo1:#212121+#2E7D32+#40B0A0 | Combo2:#1A0030+#006994+#FF8C42 | Combo3:#BA68C8+#CE93D8+#5D1049,lingerie:lt3_s,bonitaa,"m,e gustan",#bac8ff | #a9ffb4 | #ffb3ab,Combo1:#C2185B+#4A0E2C+#5D1049 | Combo2:#C8A2C8+#CE93D8+#B0C4DE | Combo3:#1A0030+#4A148C+#2B7BB9,swim:st3_s,colorido,mejor esa,swim:triada3 | lingerie:triada3,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""a"", ""d4"": ""a"", ""d5"": ""b""}"
539c9b96-b0b5-4b8f-bc9f-a918ce04ff1d,lingerie-swim,6a2bf767-c29c-bd79-e581-c6cb80ba0a45,2026-06-12T12:11:25.779664+00:00,2026-06-12T12:30:29.636+00:00,complete,REVIEW,19.1,05260,37,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",4,5,3,2,4,5,2,4,4,4,5,4,La semana pasada,Está semana,Cada 2 – 3 meses,Está semana,25,20,Chloe,Menos de 200 €,Playa,Colores vividos,Sin estampado,Con diseno,Producto duradero,12,5,Sí,No,La vi y me encantó,Un viaje o escapada planificada,38,S,90B,"A veces, depende de la marca",Contorno entre dos tallas,,Comodidad y fit perfecto | Diseño y estética | Relación calidad-precio,Precio percibido elevado | Proceso de devolución complicado | Poca confianza en la durabilidad,,Tienda multimarca especializada en lencería,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,"Sí, habitualmente","Marketplace (Amazon, Zalando, Asos…) | App móvil de la marca","Marketplace (Amazon, Zalando, Asos…) | App móvil de la marca",Guía de tallas fiable online | Devolución fácil y gratuita,Que pongan la talla,Que pongan la talla y medidas,Web fácil de navegar y filtrar por talla | Guía de tallas fiable y específica por modelo | Devolución gratuita garantizada,Woman secret,Tezenis,Selmark | Triumph | Women Secret | Intimissimi,,Woman secret porque siempre encuentro algo afín a mi,5,4,5,5,5,5,4,5,5,4,5,5,5,1.Instagram | 2.TikTok | 3.Revistas de moda | 4.Televisión | 5.Email marketing o newsletter,no,,No me gusta,Calcedonia,Etam,Calzedonia | H&M,,Etam porque es de calidad,Calidad del tejido | Durabilidad | Variedad de tallas | Comodidad,1.Instagram | 2.Email marketing o newsletter | 3.Televisión,no,,#2d43ff | #ff5ee8 | #ff4b55,Combo1:#FF69B4+#FF1493+#FF8FAB | Combo2:#AB47BC+#BA68C8+#8E24AA | Combo3:#1565C0+#2B7BB9+#42A5F5,lingerie:lt3_b,Es de mi gusto,No me gustan,#ff492c | #2646ff | #fe4aff,Combo1:#8E24AA+#AB47BC+#BA68C8 | Combo2:#CC2244+#F44336+#EF5350 | Combo3:#FFB3C6+#FF1493+#AD1457,swim:st2_s,Es mí estilo,No me gusta,swim:triada2 | lingerie:triada3,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
d26771e1-ed0c-402b-8cd3-735cadb8cd42,lingerie-swim,6a2bf768-27d7-c0cd-9228-783847b4977e,2026-06-12T12:11:28.179844+00:00,2026-06-12T12:33:58.594+00:00,complete,REVIEW,22.5,46900,40,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",4,4,4,4,4,4,3,4,3,4,4,3,Mas 6 meses,Verano 2025,Cada 2 – 3 meses,3,50,100,Nike,Menos de 200 €,Montana,Colores neutros,Sin estampado,Basico,Producto duradero,2,1,Sí,Sí,La vi y me encantó,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",M,M,90,A menudo,Contorno entre dos tallas,,Diseño y estética,Precio percibido elevado,,Grandes almacenes (El Corte Inglés),Tienda multimarca especializada en lencería,"No, nunca compro lencería/baño online",,,Guía de tallas fiable online | Devolución fácil y gratuita,Bueno,Calidad,,Primark,Secrey,Calvin Klein | Women Secret | Playtex,,Secret,4,4,4,4,4,3,4,5,4,3,4,4,4,1.Instagram | 2.Revistas de moda | 3.Escaparate de tienda | 4.Publicidad exterior | 5.Ecommerce propio de la marca | 6.Email marketing o newsletter | 7.YouTube | 8.TikTok,no,,Diferente,Rosa,Ikea,Dolores Cortés | H&M | Zara,,Zara,Variedad de tallas | Secado rápido,1.Revistas de moda | 2.Escaparate de tienda | 3.Publicidad exterior | 4.Ecommerce propio de la marca | 5.Televisión | 6.Email marketing o newsletter | 7.Instagram | 8.YouTube | 9.TikTok,no,,#7f1de0 | #dce0df | #b4e02d,Combo1:#000000+#FFFFFF+#E8D5F0 | Combo2:#DCEDC8+#F5F5F5+#E3F2FD | Combo3:#F3E5F5+#DCEDC8+#000000,lingerie:lt3_s,Visio,Materia,#a6ff14 | #c482ff | #51d1ff,Combo1:#000000+#000000+#BDBDBD | Combo2:#FFF3E0+#E8D5F0+#E3F2FD | Combo3:#DCEDC8+#FFF3E0+#FFF8F0,swim:st3_s,Me alegro,Disin,swim:triada3 | lingerie:triada3,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
5bb0bb89-9638-436e-89b0-2fce1fcf36a1,lingerie-swim,6a2c13bb-ef90-e16b-c69d-e4f9581044cc,2026-06-12T14:12:20.049597+00:00,2026-06-12T14:26:10.635+00:00,complete,OK,13.8,28053,35,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",3,4,4,4,3,4,2,3,5,4,2,4,hace 6 meses,hace un mes,Cada 2 – 3 meses,hace 2 meses,77,90,licar,500 – 1.000 €,Montana,Colores neutros,Sin estampado,Basico,Producto duradero,2,2,No,No,Se me ha gastado o roto | Mi cuerpo o mi vida ha cambiado y necesito ropa acorde,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | En las rebajas o una promoción concreta",38,40,90b,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Relación calidad-precio | Sentirse atractiva,Precio percibido elevado | Proceso de devolución complicado | Poca confianza en la durabilidad,,Tienda monomarca de lencería o baño,Grandes almacenes (El Corte Inglés),"No, nunca compro lencería/baño online",,,Probadores cómodos y privados | Guía de tallas fiable online | Variedad de tallas incluyendo las mías,facilidad,la variedad y la confianza,,licra,intimissima,Triumph | Women Secret | Intimissimi | Gisela | Playtex,,intimissimi,4,5,4,5,4,4,4,4,5,5,4,4,4,1.YouTube,no,,ninguna,playtex,calvincley,Calzedonia | Zara | Maryan Mehlhorn,,zara,Durabilidad | Variedad de tallas,1.Escaparate de tienda,no,,#a79aff | #93ff91 | #ff2928,Combo1:#1A0030+#FF1493+#FFFFFF | Combo2:#E8D5F0+#006994+#1A0030 | Combo3:#F3E5F5+#E8D5F0+#FFD700,lingerie:lt2_b,comodo,son feas,#68ff5b | #baff57 | #ffd649,Combo1:#FFFFFF+#4CAF50+#64B5F6 | Combo2:#CE93D8+#BA68C8+#AB47BC | Combo3:#FFA726+#FF8C42+#FA8072,swim:st3_b,mas moderno,mas anticuados,swim:triada3 | lingerie:triada2,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
60e3465a-9d77-4937-b178-6af829ab0331,lingerie-swim,6a2c0939-91ab-c126-7ec8-eb689601e239,2026-06-12T13:27:28.364082+00:00,2026-06-12T14:01:46.074+00:00,complete,REVIEW,34.3,28521,44,55.000 – 75.000 € (medio-alto),"Vivo con pareja, con hijos en el hogar",3,4,5,5,5,5,5,5,5,5,5,5,Hace una semana,El mes pasado,Una vez al mes,Mes pasado,Entre 60 y 100 euros,Entre 80 y 120 euro,Mango,200 – 500 €,Playa,Colores neutros,Sin estampado,Con diseno,Producto duradero,6,2,Sí,Sí,Me apetece darme un capricho | La vi y me encantó | Quiero probar algo diferente o renovar mi estilo,"En el día a día, compro sin necesitar una razón concreta | Una fecha o evento social próximo (boda, cena, reunión, etc.) | Ver algo en redes o en tienda que me llama la atención",Talla M,Talla M,90 B,A menudo,Copa grande para mi contorno,,Comodidad y fit perfecto | Calidad del tejido y acabados | Tallaje amplio | Relación calidad-precio | Diseño y estética | Sentirse atractiva | Asesoramiento personalizado | Que sea una marca reconocida,Precio percibido elevado | Tirantes o aros que clavan o molestan | Miedo a comprar online sin probar | Poca confianza en la durabilidad | Probador incómodo,,Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería | Marcas de moda generalista | Outlet físico,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería | Marcas de moda generalista,"No, nunca compro lencería/baño online",,,Poder medirme y que me asesoren | Devolución fácil y gratuita | Variedad de tallas incluyendo las mías | Precio competitivo,Su eficacia,La responsabilidad,,Tezzeny,"Corte inglés, zara",Women Secret | Calvin Klein | Chantelle,,"Women Secreto, por su calidad de sus productos",5,5,5,5,5,5,5,5,5,5,5,5,5,1.TikTok | 2.Escaparate de tienda | 3.Revistas de moda | 4.Ecommerce propio de la marca | 5.Publicidad exterior | 6.Televisión | 7.Valla publicitaria | 8.Marquesina,no,,Excelente Actriz y diseñadora,Corte ingles,Zara,Calzedonia,,Calcedonia,Calidad del tejido | Ajuste y fit del bañador | Comodidad | No transparenta al mojarse | Secado rápido | Buena relación calidad-precio,1.Escaparate de tienda | 2.Revistas de moda | 3.Publicidad exterior | 4.Televisión | 5.Cartelera | 6.Valla publicitaria | 7.Marquesina,no,,#ffb24a | #ff4dc0 | #64b0ff,Combo1:#F5ECD7+#C2A882+#42A5F5 | Combo2:#AB47BC+#1B3A5C+#DCEDC8 | Combo3:#1565C0+#2B7BB9+#006994,lingerie:lt3_s,Por su color y modelo,Sus modelos no me gustan,#9cff80 | #ff40d6 | #ff204a,Combo1:#BDBDBD+#212121+#4A148C | Combo2:#004D40+#AB47BC+#6A1B9A | Combo3:#CE93D8+#F3E5F5+#42A5F5,swim:st3_a,Si color y modelo,Sus modelos no me gustan,swim:triada3 | lingerie:triada3,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
0a3094bd-59b4-4997-bbf9-260f28f26957,lingerie-swim,6a2be970-06ee-df5b-9b27-7dbf8ba61376,2026-06-12T11:11:53.293036+00:00,2026-06-12T11:34:10.142+00:00,complete,OK,22.3,46295,56,20.000 – 35.000 € (medio-bajo),"Vivo sin pareja, con hijos fuera del hogar",2,4,4,3,3,1,2,4,4,4,3,3,Hace menos de un mes,Este año aún no me lo he comprado desde el año pasado que no me he comprado,Una vez al mes,Hace menos de dos meses,20,60,Intimissimi,Menos de 200 €,Playa,Colores neutros,Sin estampado,Con diseno,Estar a la moda,4,2,Sí,No,Me apetece darme un capricho,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | Un viaje o escapada planificada | En las rebajas o una promoción concreta",36.38,S,90,"Nunca, siempre encuentro",,,Exclusivo y diferente | Sentirse atractiva | Que esté de moda o sea tendencia,Precio percibido elevado | Miedo a comprar online sin probar,,Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés) | Corsetería o mercería tradicional,"No, nunca compro lencería/baño online",,,Guía de tallas fiable online,Pues que haya variedad y que sea rápido en la entrega y que me guste,Pues lo mismo que en la lencería que haya variedad y ya está,,Intimissimi,Belcor,Intimissimi | Calvin Klein,,Intimissimi por su variedad y sus modelos para mí casi que únicos,4,4,5,5,4,5,5,4,5,3,3,5,3,1.YouTube | 2.TikTok,no,,Pues le veo una chica muy atractiva muy guapa y muy de todo la verdad positiva totalmente,Intimissimi,"Intimissimi, Calvin Klein, Calzedonia",Calzedonia | Zara | H&M,,No tengo una única marca favorita respecto a trajes de baño,Calidad del tejido | Ajuste y fit del bañador | Comodidad | No transparenta al mojarse | Buena relación calidad-precio | Elegante | De moda,1.TikTok | 2.YouTube | 3.Escaparate de tienda,no,,#fbe7ff | #fcfff5 | #8c31ff,Combo1:#FFFFFF+#000000+#B0C4DE | Combo2:#1B3A5C+#E0E0E0+#9E9E9E | Combo3:#CC2244+#212121+#B0C4DE,lingerie:lt1_s,Porque se ve como menos enfajado menos más natural más fino según mi manera de verlo,Porque se ven muy ortopédicas por decirlo de alguna manera,#e2c6e6 | #0461e6 | #95a3e6,Combo1:#FFFFFF+#212121+#E0E0E0 | Combo2:#F3E5F5+#AB47BC+#6A1B9A | Combo3:#87CEEB+#B0C4DE+#FFFFFF,swim:st3_a,Aunque no es el color q más me gusta me parece muy elegante,Porque las veo más sencillas y más comunes los veo más comunes y más sencillos,swim:triada3 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""b""}"
d2387868-6978-4d8f-a570-04c0bd60f530,lingerie-swim,6a2bf954-f335-3ab7-56bb-197cb35b5f97,2026-06-12T12:19:39.848795+00:00,2026-06-12T12:33:00.728+00:00,complete,REVIEW,13.3,46007,58,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, sin hijos",5,1,3,1,5,5,5,5,5,3,4,5,3 months ago,last week,Cada 6 meses,a t shirt,50,30,Oakley,200 – 500 €,Playa,Colores vividos,Con estampado,Basico,Producto duradero,2,2,No,No,Se me ha gastado o roto | Me apetece darme un capricho | La vi y me encantó | Quiero probar algo diferente o renovar mi estilo,"Un viaje o escapada planificada | Ver algo en redes o en tienda que me llama la atención | Una etapa vital nueva: maternidad, postparto, postcirugía, cambio de peso | Una fecha o evento social próximo (boda, cena, reunión, etc.)",36,m,90B,"A veces, depende de la marca",Contorno entre dos tallas,,Comodidad y fit perfecto | Calidad del tejido y acabados | Relación calidad-precio | Diseño y estética | Sentirse atractiva | Durabilidad tras lavados,Tirantes o aros que clavan o molestan | Miedo a comprar online sin probar | Poca confianza en la durabilidad | Probador incómodo,,Tienda multimarca especializada en lencería | Corsetería o mercería tradicional,Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería | Corsetería o mercería tradicional | Marcas de moda generalista,"Lo he intentado, pero prefiero tienda física",,,Poder medirme y que me asesoren | Probadores cómodos y privados | Guía de tallas fiable online | Devolución fácil y gratuita | Variedad de tallas incluyendo las mías,Honesty about the materials,wide variety,,playtex,none,Intimissimi | Admas | Selene | Playtex,,Playtex because they get it right,5,5,5,5,5,5,5,5,5,5,5,5,5,1.Escaparate de tienda | 2.Revistas de moda | 3.Televisión,no,,I do not know thme,Brocmart,Ikea,Calzedonia | H&M | Zara,,Zara nice fit and wide variety,Calidad del tejido | Ajuste y fit del bañador | Durabilidad | Comodidad | Variedad de tallas | No transparenta al mojarse | Secado rápido | Sujeción | Buena relación calidad-precio | Elegante | Clásica | Cómoda | De moda | Sexy | Moderna,1.Escaparate de tienda | 2.Televisión,no,,#485aff | #ff3fd4 | #ff1e82,Combo1:#000000+#880E4F+#DCEDC8 | Combo2:#1A0030+#4A148C+#004D40 | Combo3:#4CAF50+#8BC34A+#F9A825,lingerie:lt1_s,it looks silky,they looked wierd,#593eff | #d431ff | #80c7ff,Combo1:#E3F2FD+#B0C4DE+#87CEEB | Combo2:#FFD700+#FA8072+#FF8C42 | Combo3:#CC2244+#F44336+#EF5350,swim:st1_a,more covering,nice fir,swim:triada1 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""a"", ""d4"": ""b"", ""d5"": ""a""}"
