ID_respuesta,Encuesta,ID_respondente,Fecha_inicio,Fecha_fin,Estado,QC_veredicto,Duracion_min,Codigo_postal,Edad,Renta_anual_hogar,Situacion_familiar,LS_cuesta_cambiar_marca,LS_mismo_supermercado,LS_planes_tranquilos,LS_marcas_por_percepcion,LS_restaurante_reputacion,LS_cultura_viajes,LS_sin_estilo,LS_restaurantes_nuevos,LS_se_adapta,LS_origen_impacto,LS_actividades_aporte,LS_experiencia_vs_anillo,Ultima_compra_lenceria,Ultima_compra_bano,Frecuencia_compra_ropa,Ultima_compra_moda,Gasto_lenceria_por_compra,Gasto_bano_por_compra,Marca_mas_cara_ultimo_ano,Gasto_mensual_ropa,Dic_Playa_vs_Montana,Dic_Colores_neutros_vs_vividos,Dic_Con_vs_Sin_estampado,Dic_Con_diseno_vs_Basico,Dic_Duradero_vs_Moda,Banadores_en_armario,Banadores_usados_temporada,Compra_banadores_nuevos_verano,Aprovecha_rebajas_post_verano,Motivos_compra_ropa,Momentos_compra_ropa,Talla_pantalon,Talla_camiseta,Talla_sujetador,Dificultad_encontrar_talla,Motivo_dificultad_talla,Talla_otro_especificar,Factores_valorados_compra,Factores_frenan_compra,Barrera_compra_otra_especificar,Canal_fisico_lenceria,Canal_fisico_bano,Compra_lenceria_bano_online,Canal_online_lenceria,Canal_online_bano,Que_valora_al_comprar,Experiencia_compra_lenceria,Experiencia_compra_bano,Experiencia_digital_lenceria_bano,Top_of_mind_lenceria,Otras_marcas_lenceria,Marcas_donde_compra_lenceria,Marcas_lenceria_otras_especificar,Marca_favorita_lenceria_motivo,Func_lenc_Ajuste_sujecion,Func_lenc_Duracion,Func_lenc_Variedad_tallas,Func_lenc_Comodidad,Func_lenc_Calidad_precio,Func_lenc_Suavidad_tejido,Emoc_lenc_Estetica,Emoc_lenc_Moderna,Emoc_lenc_Refleja_personalidad,Emoc_lenc_Destaca,Emoc_lenc_Identificacion_marca,Emoc_lenc_Diseno,Emoc_lenc_Marca_especialista,Visibilidad_lenceria_canales,Influencer_lenceria_sino,Influencer_lenceria_nombre,Opinion_Pilar_Rubio,Top_of_mind_bano,Otras_marcas_bano,Marcas_donde_compra_bano,Marcas_bano_otras_especificar,Marca_favorita_bano_motivo,Atributos_valorados_bano,Visibilidad_bano_canales,Influencer_bano_sino,Influencer_bano_nombre,Colores_favoritos_lenceria,Combinaciones_colores_lenceria,Producto_lenceria_elegido,Por_que_gusta_mas_lenc,Por_que_otros_gustan_menos_lenc,Colores_favoritos_bano,Combinaciones_colores_bano,Producto_bano_elegido,Por_que_gusta_mas_bano,Por_que_otros_gustan_menos_bano,Triada_producto_mostrada,q26
02049ff0-ad41-4752-991a-1c287725dee6,lingerie-swim,6a2bfa84-53fe-538c-69ac-36a70c46b008,2026-06-12T12:24:44.18431+00:00,2026-06-12T12:42:43.997+00:00,complete,REVIEW,18.0,08291,64,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, sin hijos",5,5,5,3,4,3,5,5,5,5,5,5,Hace más de un año,El verano pasado,Cada 2 – 3 meses,Hace 3 meses,30 hasta 50 €,40€ hasta 60,Intimisimin,Menos de 200 €,Playa,Colores neutros,Sin estampado,Basico,Producto duradero,Dos,Dos,Sí,Sí,La vi y me encantó,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",Mediana,Mediana,85B,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Relación calidad-precio,Poca confianza en la durabilidad,,Tienda multimarca especializada en lencería | Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés),"No, nunca compro lencería/baño online",,,Variedad de tallas incluyendo las mías,La calidad de las prendas,Buenos profesionales en las tiendas,,Intimisimin,Tennezi,Selmark | Janira | Triumph | Women Secret | Intimissimi | Calvin Klein | Playtex,,Intimisimin,5,5,5,5,5,5,5,5,5,5,5,5,5,1.Escaparate de tienda | 2.Revistas de moda | 3.Televisión,no,,Una gran profesional,Calcedonia,Yanira,Calzedonia,,Calcedonia por su calidad precio,Ajuste y fit del bañador | Comodidad | Buena relación calidad-precio,1.Escaparate de tienda | 2.Televisión,no,,#b5426a | #6bb53e | #6858b5,Combo1:#2E7D32+#8BC34A+#8BC34A | Combo2:#2B7BB9+#87CEEB+#42A5F5 | Combo3:#AB47BC+#4A148C+#1A0030,lingerie:lt2_s,Me gusta la combinación pequeña,Muy alta la braga,#3240ff | #b8ffa4 | #ff0bfa,Combo1:#2B7BB9+#1B3A5C+#006994 | Combo2:#AB47BC+#8E24AA+#BA68C8 | Combo3:#FA8072+#E65100+#FFCC80,swim:st2_b,Por su color,En verano no me gustan los colores marrones,swim:triada2 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
88a64892-553b-4d3c-bcc4-1a89d7cda7a4,lingerie-swim,6a2bfd1e-b237-9e4d-8835-66963b5d701a,2026-06-12T12:35:48.981934+00:00,2026-06-12T12:47:02.507+00:00,complete,OK,11.2,33005,53,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",4,3,4,3,3,2,2,4,3,2,3,4,Hace mucho,El verano pasado,Solo cuando lo necesito o se rompe,Hace 7 meses,0,30,Tommy hilfiger,Menos de 200 €,Playa,Colores neutros,Sin estampado,Basico,Producto duradero,5,3,Sí,No,Se me ha gastado o roto,En las rebajas o una promoción concreta,42,L,0,"Nunca, siempre encuentro",,,Diseño y estética | Relación calidad-precio,Precio percibido elevado,,Grandes almacenes (El Corte Inglés),Outlet físico,"No, nunca compro lencería/baño online",,,Devolución fácil y gratuita,La combinación,Confianza,,Dim,Ninguna,Women Secret,,No tengo ninguna,4,4,2,4,4,3,4,3,3,3,4,4,3,1.Televisión | 2.Escaparate de tienda,no,,Muy artificial,TH,Nike,Zara | H&M,,"TH, por su variedad",Comodidad | Buena relación calidad-precio,1.Escaparate de tienda | 2.Televisión | 3.Publicidad exterior,no,,#ff1e21 | #80ff6e | #619eff,Combo1:#FFFFFF+#8B6347+#E57373 | Combo2:#6A1B9A+#BA68C8+#F3E5F5 | Combo3:#B71C1C+#FFFFFF+#1565C0,lingerie:lt2_s,Por la modelo,Poco visuales,#ff3027 | #2d33ff | #6eff58,Combo1:#B71C1C+#F44336+#EF9A9A | Combo2:#006994+#1565C0+#87CEEB | Combo3:#BA68C8+#CE93D8+#C8A2C8,swim:st2_b,Sin estampado,Mucho color,swim:triada2 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
4ecc57ef-91b9-475e-a79e-3b75a7356b11,lingerie-swim,6a2c04c5-ab9c-612e-2d7b-c193c6667fb0,2026-06-12T13:08:31.933688+00:00,2026-06-12T13:17:18.536+00:00,complete,REVIEW,8.8,28042,35,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",4,3,4,4,3,4,3,4,3,3,3,4,Hace 3 meses,Hace tres meses,Cada semana,La semana pasada,30€,120€,Nike,500 – 1.000 €,Playa,Colores vividos,Sin estampado,Con diseno,Producto duradero,4,4,Sí,Sí,Se me ha gastado o roto,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | Ver algo en redes o en tienda que me llama la atención | Una etapa vital nueva: maternidad, postparto, postcirugía, cambio de peso",S,S,90B,A menudo,Copa pequeña para mi contorno,,Tallaje amplio | Comodidad y fit perfecto | Diseño y estética,Miedo a comprar online sin probar | Dificultad para encontrar talla,,Corsetería o mercería tradicional,Tienda multimarca especializada en lencería,"Sí, habitualmente","Marketplace (Amazon, Zalando, Asos…)","Social commerce (Instagram Shop, TikTok Shop)",Guía de tallas fiable online,Precio,Precio,Guía de tallas fiable y específica por modelo | Web fácil de navegar y filtrar por talla,Nike,Nike,Janira | Intimissimi | Calvin Klein,,Jike,4,3,4,4,4,3,4,3,4,4,4,4,5,1.Instagram | 2.YouTube | 3.TikTok,si,Pataki,Buena,Nike,Adidas,Énfasis | Chantelle,,Nike,Calidad del tejido | No transparenta al mojarse | Durabilidad,1.Revistas de moda | 2.TikTok | 3.YouTube,si,Ibai,#4a64ff | #ff563b | #f963ff,Combo1:#616161+#616161+#7D1C4A | Combo2:#C8A2C8+#4A148C+#1A0030 | Combo3:#64B5F6+#1565C0+#E8D5F0,lingerie:lt2_s,Precio,Precio,#ffa2c1 | #ff9cc1 | #ffdf98,Combo1:#424242+#6A1B9A+#4A148C | Combo2:#6A1B9A+#006994+#6A1B9A | Combo3:#9CAF88+#388E3C+#87CEEB,swim:st3_s,Precio,Calidad,swim:triada3 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
4f3ae5b7-663b-4fc9-989c-b4513f69a967,lingerie-swim,6a2bfe0f-2372-051c-130d-13527551975b,2026-06-12T12:40:44.494405+00:00,2026-06-12T12:54:55.214+00:00,complete,REVIEW,14.2,08905,33,Más de 75.000 € (alto),"Vivo sin pareja, sin hijos",2,4,3,5,5,5,3,4,5,3,5,5,la semana pasada,hace 3 meses,Una vez al mes,la semana pasada,250,150,victoria secret,200 – 500 €,Playa,Colores vividos,Sin estampado,Con diseno,Estar a la moda,6,6,Sí,No,Me apetece darme un capricho | La vi y me encantó,"En el día a día, compro sin necesitar una razón concreta | Un viaje o escapada planificada | Ver algo en redes o en tienda que me llama la atención",36,l,100c,"Nunca, siempre encuentro",,,Calidad del tejido y acabados | Exclusivo y diferente | Sentirse atractiva | Que sea una marca reconocida,Tirantes o aros que clavan o molestan | Probador incómodo,,Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés),Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés),"Sí, ocasionalmente","Marketplace (Amazon, Zalando, Asos…)","Marketplace (Amazon, Zalando, Asos…)",Guía de tallas fiable online | Probadores cómodos y privados | Variedad de tallas incluyendo las mías,tocar el producvto,tocra el producto,Web fácil de navegar y filtrar por talla | Guía de tallas fiable y específica por modelo | Opción de recoger en tienda,vicv¡toria secre´ts,fruits,Women Secret | Intimissimi | Calvin Klein,,"victoria secrets, por sus productos sewys y sugestivos",5,3,5,5,5,5,5,4,5,5,3,5,3,1.Escaparate de tienda | 2.Revistas de moda | 3.Ecommerce propio de la marca | 4.Televisión | 5.Publicidad exterior | 6.Email marketing o newsletter | 7.Instagram | 8.TikTok | 9.YouTube,no,,indiferente,speedo,ninguna,H&M | Calzedonia,,"ninguna, me gusta el producto no la marca",Ajuste y fit del bañador | Comodidad | Sujeción | Sexy,1.Escaparate de tienda | 2.Revistas de moda | 3.Email marketing o newsletter | 4.Televisión | 5.Valla publicitaria | 6.Marquesina | 7.Mupis | 8.Cartelera | 9.Publicidad exterior | 10.Ecommerce propio de la marca | 11.TikTok | 12.Instagram | 13.YouTube,no,,#ff5a21 | #93ff8f | #81b4ff,Combo1:#42A5F5+#FFD700+#B0C4DE | Combo2:#2B7BB9+#64B5F6+#E3F2FD | Combo3:#1A0030+#8E24AA+#EF5350,lingerie:lt1_s,lo ceñido,opinion,#6651ff | #9cffa7 | #ffb687,Combo1:#4A148C+#87CEEB+#2B7BB9 | Combo2:#BA68C8+#1A0030+#C8A2C8 | Combo3:#388E3C+#004D40+#4CAF50,swim:st1_s,lo sexy,opinion,swim:triada1 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""b""}"
32aa7c3e-9c1c-45ae-881a-f34ed3fef951,lingerie-swim,6a2c22cc-9d2a-a083-38f5-7a6dfa0c15d2,2026-06-12T15:17:05.18425+00:00,2026-06-12T15:34:06.286+00:00,complete,OK,17.0,28028,22,35.000 – 55.000 € (medio),"Vivo con pareja, sin hijos",5,4,4,3,4,5,2,4,5,1,4,5,Hace 4 meses,Mes pasado,Una vez al mes,Hace un mes,40€,35€,Dodot,Menos de 200 €,Playa,Colores vividos,Sin estampado,Basico,Producto duradero,4,4,No,Sí,Quiero probar algo diferente o renovar mi estilo,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | Un viaje o escapada planificada",45,M,95b,"A veces, depende de la marca",Contorno entre dos tallas,,Comodidad y fit perfecto | Calidad del tejido y acabados | Relación calidad-precio | Diseño y estética | Durabilidad tras lavados,Precio percibido elevado | Miedo a comprar online sin probar | Poca confianza en la durabilidad,,Grandes almacenes (El Corte Inglés) | Tienda monomarca de lencería o baño,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,"Sí, ocasionalmente","Marketplace (Amazon, Zalando, Asos…) | Outlet o venta flash online (Privalia, Veepee…)","Social commerce (Instagram Shop, TikTok Shop) | Marketplace (Amazon, Zalando, Asos…) | App móvil de la marca",Poder medirme y que me asesoren | Devolución fácil y gratuita | Probadores cómodos y privados | Precio competitivo,Buenos Materiales y precios razonables,Precios razonables y duraderos,Web fácil de navegar y filtrar por talla | Fotos de alta calidad con diferentes cuerpos | Chat o asesoramiento online en tiempo real | Privacidad en el packaging del envío | Devolución gratuita garantizada,Victoria secret,Hunkemöller,Women Secret | Calvin Klein | Chantelle | Ysabel Mora | Selmark,,Victoria secret por sus conjuntos a juego,5,4,5,5,5,2,4,2,4,2,1,5,5,1.Instagram | 2.TikTok | 3.YouTube | 4.Revistas de moda | 5.Televisión | 6.Publicidad exterior | 7.Cartelera | 8.Valla publicitaria,si,Enam Asiama,Una gran diseñadora de moda,Gala,TOTO,Énfasis | Selmark | Banana Moon | Calzedonia | H&M | Red Point,,Gala por sus modelos compactos e ideales,Calidad del tejido | Durabilidad | Comodidad | Secado rápido | Elegante | Ajuste y fit del bañador | Moderna | Clásica,1.Instagram | 2.YouTube | 3.TikTok | 4.Cartelera | 5.Televisión | 6.Publicidad exterior | 7.Valla publicitaria,no,,#3639ff | #ff0205 | #e106ff,Combo1:#1565C0+#8E24AA+#1A0030 | Combo2:#FF69B4+#1B3A5C+#87CEEB | Combo3:#4CAF50+#880E4F+#F44336,lingerie:lt2_a,La naturalidad,Muy exageradas y poco vistoso,#c8ff82 | #a9ffe6 | #f9ffdc,Combo1:#E3F2FD+#87CEEB+#B0C4DE | Combo2:#F3E5F5+#BA68C8+#FFDB58 | Combo3:#EDE0CF+#FFB3C6+#FFE0B2,swim:st3_s,La más casual,Muy exageradas,swim:triada3 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
38238362-d10e-42ce-9a1b-10d9c939880a,lingerie-swim,6a2c064e-75a3-2f93-ec8a-015c2e49ebda,2026-06-12T13:15:02.343766+00:00,2026-06-12T13:40:07.138+00:00,complete,OK,25.1,28840,44,55.000 – 75.000 € (medio-alto),"Vivo con pareja, con hijos en el hogar",2,4,4,4,3,4,2,4,3,3,4,5,Hace 3 meses,Hace 6 meses,Cada 6 meses,Hace unos 6 meses,Menos de 50€,Menos de 30€,No recuerdo. Siempre suelen ser marcas económicas.,Menos de 200 €,Playa,Colores vividos,Sin estampado,Basico,Producto duradero,3,2,No,Sí,Se me ha gastado o roto | Mi cuerpo o mi vida ha cambiado y necesito ropa acorde,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | Un viaje o escapada planificada | Una etapa vital nueva: maternidad, postparto, postcirugía, cambio de peso",32W 30L,M,No aplica.,"Nunca, siempre encuentro",,,Comodidad y fit perfecto | Relación calidad-precio,Precio percibido elevado | Miedo a comprar online sin probar,,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería,"Lo he intentado, pero prefiero tienda física",,,Probadores cómodos y privados | Devolución fácil y gratuita,Variedad y buena atencion,Calidad y atencion,,Ama de Casa,Pikolin,Women Secret | Intimissimi,,Womens secret. Calidad _ precio,5,5,3,4,5,5,5,4,3,3,3,5,4,1.Valla publicitaria | 2.Publicidad exterior | 3.Marquesina | 4.Instagram | 5.Escaparate de tienda | 6.Televisión,si,Georgina Rodriguez,Muy bella,Speedo,Quechua,H&M,,Speedo. De buena calidad,Calidad del tejido | Ajuste y fit del bañador | Durabilidad | Comodidad,1.Instagram | 2.Escaparate de tienda | 3.Televisión,no,,#ffec3a | #4149ff | #8dff32,Combo1:#FFD700+#AD1457+#F1F8E9 | Combo2:#1A0030+#FFFFFF+#BDBDBD | Combo3:#AB47BC+#87CEEB+#F44336,lingerie:lt2_b,Más mi personalidad,Modelo muy grande y el otro modelo muy sexi,#4cffdc | #fffd40 | #ff902b,Combo1:#87CEEB+#4CAF50+#FFD700 | Combo2:#AB47BC+#C8A2C8+#1A0030 | Combo3:#F5ECD7+#5C3A1E+#FFFFFF,swim:st3_s,Más moderno,Muy conservadores,swim:triada3 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""b"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
0598648a-3d2d-4e87-8def-05da92afbdb8,lingerie-swim,6a2c0735-9230-89d0-b452-576672be59ba,2026-06-12T13:18:52.938874+00:00,2026-06-12T13:32:12.118+00:00,complete,REVIEW,13.3,28932,52,35.000 – 55.000 € (medio),"Vivo sin pareja, sin hijos",4,3,4,3,3,3,3,3,3,3,3,3,Hace 12 meses,Hace 2 meses,Cada 6 meses,Hace 6 meses,Entre 70 y 90,Entre 80 y 100,Nike de 👙,Menos de 200 €,Playa,Colores neutros,Con estampado,Basico,Producto duradero,12,6,Sí,Sí,Quiero probar algo diferente o renovar mi estilo,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",XL,XL,80 B,"A veces, depende de la marca",Copa grande para mi contorno,,Comodidad y fit perfecto,Proceso de devolución complicado,,Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés),"No, nunca compro lencería/baño online",,,Probadores cómodos y privados,Que encaje bien,Que se use bien,,Kiss,No recuerdo,Women Secret,,Women secrrt por su diseño,3,3,3,2,3,3,3,3,2,3,3,2,3,1.TikTok,si,Si kournikova,Es buena influencer,Women secret,No recuerdo,Calzedonia,,Calcedonia,Durabilidad,1.TikTok,no,,#6932ff | #ff43cd | #ffc315,Combo1:#424242+#BDBDBD+#8E24AA | Combo2:#004D40+#64B5F6+#006994 | Combo3:#2B7BB9+#B0C4DE+#388E3C,lingerie:lt1_b,Más estético menos marca,Más antiestetico,#ff2f42 | #ffac26 | #ee32ff,Combo1:#E65100+#9CAF88+#AB47BC | Combo2:#64B5F6+#1565C0+#AB47BC | Combo3:#AB47BC+#8E24AA+#006994,swim:st3_b,Más llamativo más colorido,No tan colorido y menos estetico,swim:triada3 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""a"", ""d4"": ""b"", ""d5"": ""a""}"
a0d9eec8-2a7a-4db7-b191-eb10012b7260,lingerie-swim,6a2c3456-c277-3c59-6c8d-572c590b8940,2026-06-12T16:31:47.918509+00:00,2026-06-12T16:48:13.674+00:00,complete,REVIEW,16.4,28042,58,Menos de 20.000 €,"Vivo sin pareja, sin hijos, en casa de mis padres",3,5,5,3,3,1,3,5,3,3,3,3,Hace 6 días,Hace un mes,Una vez al mes,Hace 1mes,100,50,Zara,Menos de 200 €,Montana,Colores neutros,Sin estampado,Basico,Estar a la moda,4,2,Sí,Sí,Se me ha gastado o roto | Me apetece darme un capricho,"Una fecha o evento social próximo (boda, cena, reunión, etc.)",M,L,10,"A veces, depende de la marca",Asimetría de pecho,,Comodidad y fit perfecto | Calidad del tejido y acabados,Dificultad para encontrar talla | Miedo a comprar online sin probar,,Tienda multimarca especializada en lencería,Grandes almacenes (El Corte Inglés),"Lo he intentado, pero prefiero tienda física",,,Probadores cómodos y privados,Malo,No poder probarlo,,Me da igual la marca,Me da lo mismo,Calvin Klein,,Calvicie me gusta,3,5,4,5,5,5,3,4,4,4,4,4,4,1.Escaparate de tienda | 2.Revistas de moda | 3.Televisión | 4.Publicidad exterior,no,,Una bonita mujer,Calvin kley,Me da lo mismo,H&M,,H m,Comodidad | Variedad de tallas | No transparenta al mojarse | Secado rápido,1.Escaparate de tienda | 2.Revistas de moda | 3.Publicidad exterior | 4.Televisión,no,,#9843ff | #ff4670 | #7fff5f,Combo1:#212121+#87CEEB+#8E24AA | Combo2:#388E3C+#FFDB58+#E65100 | Combo3:#CC2244+#E91E8C+#E3F2FD,lingerie:lt3_s,Es bonito,No me gusta como le queda,#914dff | #54aeff | #ff5065,Combo1:#1A0030+#FF8FAB+#8B6347 | Combo2:#42A5F5+#AB47BC+#E3F2FD | Combo3:#E65100+#FFDB58+#FFCC80,swim:st2_b,Me gusta el color,No me gusta el color,swim:triada2 | lingerie:triada3,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""b""}"
09a5eaff-8290-433d-8686-6e14c95401a4,lingerie-swim,6a2c01f3-d283-caf8-2b91-3da12d87a70d,2026-06-12T12:56:26.878795+00:00,2026-06-12T13:10:15.095+00:00,complete,REVIEW,13.8,08820,50,Menos de 20.000 €,"Vivo sin pareja, sin hijos",5,5,5,1,3,1,5,1,1,5,5,5,3 meses,2 meses,Solo cuando lo necesito o se rompe,6 meses,25 euros,20 euros,Nike,Menos de 200 €,Montana,Colores neutros,Sin estampado,Basico,Producto duradero,1,1,No,No,La vi y me encantó | Me apetece darme un capricho,En las rebajas o una promoción concreta,54,Xxxl,120,"Nunca, siempre encuentro",,,Calidad del tejido y acabados,Precio percibido elevado,,Tienda multimarca especializada en lencería,Tienda multimarca especializada en lencería,"No, nunca compro lencería/baño online",,,Variedad de tallas incluyendo las mías,Su calidad,Su calidad,,Abanderado,Intimissi,otras_marcas,Abanderado,Victoria secret por su calidad,5,5,5,5,5,5,5,5,5,5,5,5,5,1.Instagram | 2.YouTube | 3.TikTok | 4.Escaparate de tienda | 5.Revistas de moda | 6.Ecommerce propio de la marca | 7.Email marketing o newsletter | 8.Publicidad exterior | 9.Televisión | 10.Cartelera | 11.Valla publicitaria | 12.Mupis | 13.Marquesina,no,,Buena presentadora,Hs,Tres m,H&M,,Hm buena calidad,Calidad del tejido,1.YouTube | 2.TikTok | 3.Instagram | 4.Escaparate de tienda | 5.Revistas de moda | 6.Marquesina | 7.Mupis | 8.Valla publicitaria | 9.Cartelera | 10.Televisión | 11.Publicidad exterior | 12.Email marketing o newsletter | 13.Ecommerce propio de la marca,no,,#8440ff | #3da7ff | #68ff86,Combo1:#E0E0E0+#424242+#C8A2C8 | Combo2:#1B3A5C+#1565C0+#64B5F6 | Combo3:#1A0030+#BA68C8+#004D40,lingerie:lt2_a,Más moderna,Menos modernas,#b46bff | #79ff45 | #ff4765,Combo1:#AB47BC+#1B3A5C+#CE93D8 | Combo2:#6A1B9A+#8E24AA+#4A148C | Combo3:#B0C4DE+#DCEDC8+#388E3C,swim:st1_s,Por el color,No me atrae a la vists,swim:triada1 | lingerie:triada2,"{""d1"": ""b"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""a""}"
5fa511ce-0470-4a3b-b1ba-b42ded349efb,lingerie-swim,6a2c0126-c7cb-4bdd-3fda-7bc680584111,2026-06-12T12:53:04.028327+00:00,2026-06-12T13:02:52.798+00:00,complete,OK,9.8,28044,46,35.000 – 55.000 € (medio),"Vivo sin pareja, con hijos en el hogar",5,4,3,3,3,3,2,3,3,3,3,3,El año pasado,El año pasado,Cada 2 – 3 meses,El mea pasado,20,50,Adolfo domimguez,Menos de 200 €,Playa,Colores neutros,Sin estampado,Con diseno,Producto duradero,6,4,Sí,Sí,Se me ha gastado o roto | Quiero probar algo diferente o renovar mi estilo,"Una fecha o evento social próximo (boda, cena, reunión, etc.) | En las rebajas o una promoción concreta",38,S,90b,"A veces, depende de la marca",Copa pequeña para mi contorno,,Relación calidad-precio | Diseño y estética | Comodidad y fit perfecto | Calidad del tejido y acabados,Tirantes o aros que clavan o molestan | Precio percibido elevado | Proceso de devolución complicado,,Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés),"No, nunca compro lencería/baño online",,,Probadores cómodos y privados | Devolución fácil y gratuita | Poder medirme y que me asesoren,Asesorar,Los cambiadores haya muchos,,Womam secret,Ousy,Triumph | Women Secret | Intimissimi,,Womam secret barato y variado,4,4,4,5,5,4,5,5,4,4,5,5,5,1.Instagram,no,,Pibon,Woman secret,Corte ingles,Dolores Cortés | Zara | Chantelle | Oysho,,Dolores cortes por la calidad y diseños,Calidad del tejido | Durabilidad | Comodidad,1.Instagram | 2.Escaparate de tienda | 3.Email marketing o newsletter,si,"Georgina, paula exchevarria",#fff9f1 | #ac78ff | #7c95ff,Combo1:#F3E5F5+#F3E5F5+#B0C4DE | Combo2:#40B0A0+#64B5F6+#E3F2FD | Combo3:#FFFFFF+#9E9E9E+#E0E0E0,lingerie:lt2_s,Es la q mejor sienta,Diseños con mucha tela,#ff57cb | #ff3e41 | #e2ff83,Combo1:#1B5E20+#4CAF50+#388E3C | Combo2:#FA8072+#FFCC80+#F9A825 | Combo3:#40B0A0+#1565C0+#E91E8C,swim:st2_b,El color mas sencillo,Me gusta su diseño,swim:triada2 | lingerie:triada2,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""a"", ""d5"": ""a""}"
ffc9e75c-de81-4bbb-a0d6-186706f32e39,lingerie-swim,6a2ca093-066d-5bcb-b8e2-e47011390086,2026-06-13T00:13:14.232154+00:00,2026-06-13T00:33:40.941+00:00,complete,OK,20.4,28981,62,20.000 – 35.000 € (medio-bajo),"Vivo con pareja, con hijos en el hogar",4,3,4,2,3,2,3,2,3,3,5,3,1 semana,Hace un mes,Una vez al mes,Un mes,50,50,Hugo boss,Menos de 200 €,Playa,Colores neutros,Sin estampado,Basico,Estar a la moda,4,4,Sí,No,La vi y me encantó | Me apetece darme un capricho,"En el día a día, compro sin necesitar una razón concreta",42,40,60,"Nunca, siempre encuentro",,,Sentirse atractiva | Diseño y estética | Calidad del tejido y acabados,Miedo a comprar online sin probar | Proceso de devolución complicado | Probador incómodo,,Tienda monomarca de lencería o baño | Grandes almacenes (El Corte Inglés),Grandes almacenes (El Corte Inglés) | Tienda multimarca especializada en lencería | Marcas de moda generalista,"Sí, ocasionalmente","Marketplace (Amazon, Zalando, Asos…)","Marketplace (Amazon, Zalando, Asos…)",Devolución fácil y gratuita | Guía de tallas fiable online,Posible devolución,Posible devolución,Web fácil de navegar y filtrar por talla | Guía de tallas fiable y específica por modelo | Chat o asesoramiento online en tiempo real | Devolución gratuita garantizada,Victoria secret,Zara mango,Calvin Klein | Intimissimi,,Intimissimi me siento genial,5,5,5,5,3,5,3,3,3,4,3,4,3,1.YouTube | 2.Revistas de moda | 3.Escaparate de tienda | 4.Publicidad exterior | 5.Televisión,no,,Muy atractiva y elegante,Hugo boss,Tommy Hilfiger,Zara | H&M,,Zara por variedad,Comodidad | Variedad de tallas | No transparenta al mojarse | Secado rápido,1.YouTube | 2.Escaparate de tienda | 3.Televisión,no,,#ff3124 | #ff31bf | #ffd42f,Combo1:#FF8FAB+#E91E8C+#FF69B4 | Combo2:#FFF3E0+#FFE0B2+#FFCC80 | Combo3:#F3E5F5+#E8D5F0+#C8A2C8,lingerie:lt1_s,Creo que se ve comodo,Menos comodos,#ff28ae | #ff3a30 | #61c5ff,Combo1:#E91E8C+#FF1493+#FF69B4 | Combo2:#87CEEB+#87CEEB+#42A5F5 | Combo3:#EDE0CF+#D4BEA6+#C2A882,swim:st1_a,Por estilo,No es mi estilo,swim:triada1 | lingerie:triada1,"{""d1"": ""a"", ""d2"": ""a"", ""d3"": ""b"", ""d4"": ""b"", ""d5"": ""b""}"
